Date,Adj Close
2005-11-30,2.082808
2005-12-01,2.198895
2005-12-02,2.230526
2005-12-05,2.205651
2005-12-06,2.274137
2005-12-07,2.271065
2005-12-08,2.275057
2005-12-09,2.282735
2005-12-12,2.300547
2005-12-13,2.302697
2005-12-14,2.211486
2005-12-15,2.216707
2005-12-16,2.183846
2005-12-19,2.192138
2005-12-20,2.214558
2005-12-21,2.257245
2005-12-22,2.273214
2005-12-23,2.252638
2005-12-27,2.279664
2005-12-28,2.259395
2005-12-29,2.194288
2005-12-30,2.2078
2006-01-03,2.295634
2006-01-04,2.30239
2006-01-05,2.284271
2006-01-06,2.343235
2006-01-09,2.335557
2006-01-10,2.483276
2006-01-11,2.576638
2006-01-12,2.588614
2006-01-13,2.62854
2006-01-17,2.601513
2006-01-18,2.533335
2006-01-19,2.427383
2006-01-20,2.336786
2006-01-23,2.38531
2006-01-24,2.33525
2006-01-25,2.278743
2006-01-26,2.221313
2006-01-27,2.2121
2006-01-30,2.30331
2006-01-31,2.318974
2006-02-01,2.316209
2006-02-02,2.21425
2006-02-03,2.206571
2006-02-06,2.066838
2006-02-07,2.076051
2006-02-08,2.113212
2006-02-09,1.994667
2006-02-10,2.067145
2006-02-13,1.987297
2006-02-14,2.07728
2006-02-15,2.125803
2006-02-16,2.167262
2006-02-17,2.158663
2006-02-21,2.121503
2006-02-22,2.190295
2006-02-23,2.203501
2006-02-24,2.194595
2006-02-27,2.180161
2006-02-28,2.103383
2006-03-01,2.122117
2006-03-02,2.137779
2006-03-03,2.079736
2006-03-06,2.010944
2006-03-07,2.036433
2006-03-08,2.016473
2006-03-09,1.963342
2006-03-10,1.940616
2006-03-13,2.017086
2006-03-14,2.067452
2006-03-15,2.033977
2006-03-16,1.975013
2006-03-17,1.985762
2006-03-20,1.965185
2006-03-21,1.898236
2006-03-22,1.893936
2006-03-23,1.847562
2006-03-24,1.841421
2006-03-27,1.827601
2006-03-28,1.803032
2006-03-29,1.914204
2006-03-30,1.927103
2006-03-31,1.926182
2006-04-03,1.924033
2006-04-04,1.878581
2006-04-05,2.064074
2006-04-06,2.187839
2006-04-07,2.143307
2006-04-10,2.108912
2006-04-11,2.088027
2006-04-12,2.048719
2006-04-13,2.041349
2006-04-17,1.990368
2006-04-18,2.03367
2006-04-19,2.016165
2006-04-20,2.076972
2006-04-21,2.058854
2006-04-24,2.019236
2006-04-25,2.032134
2006-04-26,2.092943
2006-04-27,2.130102
2006-04-28,2.161735
2006-05-01,2.137472
2006-05-02,2.199508
2006-05-03,2.184767
